ID_prestamo;Monto actual del préstamo;Fechas;Término;Puntaje de crédito; Ingresos anuales ;Años en el trabajo;Garantía;Objetivo;Deuda Mensual;Años de Historial de Crédito;Meses desde el último moroso;Número de cuentas abiertas;Saldo de crédito actual;Quiebras;
A01M29/00;55066;1/6/2022;Short Term;3 years;$ 456.551;4 years;Own Home;Consolidación de la deuda;2206,66;21,5;6;9;54891;0;
A01M29/06;654302;26/6/2022;Short Term;682;$ 1.258.959;5 years;Own Home;Consolidación de la deuda;14687,76;11,4;NA;14;207993;0;
A01M29/08;2500000;26/8/2022;Short Term;735;$ 4.174.642;2 years;Own Home;Consolidación de la deuda;30301,01;22,4;29;7;415397;0;
A01M29/10;448272;21/3/2022;Short Term;729;$ 2.322.864;6 years;Home Mortgage;Comprar casa;9194,67;14,6;NA;7;894463;0;
A01M29/12;109164;23/3/2022;Short Term;3 years;$ 1.508.448;< 1 year;Rent;Consolidación de la deuda;4789,33;14,1;79;12;109801;0;
A01M29/14;164714;28/5/2022;Short Term;731;$ 455.183;3 years;Rent;Consolidación de la deuda;10469,19;12,6;NA;7;64239;3;
A01M29/16;53636;17/9/2022;Short Term;749;$ 1.204.372;2 years;Home Mortgage;Para hogar;15175,11;30;22;8;38722;0;
A01M29/18;2500000;1/8/2022;Short Term;739;$ 950.570;5 years;Rent;Consolidación de la deuda;26061,35;14,9;NA;16;358093;0;
A01M29/20;536426;3/9/2022;Short Term;690;$ 1.771.237;5 years;Rent;Consolidación de la deuda;24059,32;24,2;9;16;480643;0;
A01M29/22;103752;1/3/2022;Short Term;738;$ 952.052;< 1 year;Home Mortgage;Consolidación de la deuda;4403,25;22,3;NA;8;128079;0;
A01M29/24;324852;13/9/2022;Short Term;744;$ 2.618.504;3 years;Own Home;Consolidación de la deuda;17151,11;17,5;13;15;262162;0;
A01M29/26;2500000;20/11/2022;Short Term;741;$ 649.040;2 years;Home Mortgage;Consolidación de la deuda;13251,17;16,1;77;10;276355;0;
A01M29/28;108636;25/3/2022;Short Term;716;$ 962.350;9 years;Rent;Consolidación de la deuda;8580,97;17;37;6;103056;0;
A01M29/30;77814;14/9/2022;Short Term;628;$ 895.945;8 years;Home Mortgage;Consolidación de la deuda;15604,51;15,4;5;21;181602;0;
A01M29/32;332970;6/5/2022;Long Term;723;$ 996.892;< 1 year;Rent;Consolidación de la deuda;19190,19;12,8;NA;14;209836;0;
A01M29/34;649044;1/6/2022;Long Term;654;$ 1.457.395;10+ years;Home Mortgage;Consolidación de la deuda;19820,61;16,1;36;10;280744;0;
A01M31/00;140118;29/7/2022;Short Term;742;$ 425.942;8 years;Own Home;Consolidación de la deuda;6460,19;19,7;NA;5;309852;0;
A01M31/002;751762;24/5/2022;Long Term;722;$ 1.669.473;3 years;Home Mortgage;Consolidación de la deuda;9154,2;13,2;NA;16;280934;0;
A01M31/004;108482;7/4/2022;Short Term;727;$ 1.124.116;10+ years;Home Mortgage;Para hogar;17330,09;12,5;17;11;9937;0;
A01M31/006;225148;3/12/2022;Short Term;782;;10+ years;Rent;Consolidación de la deuda;8422,13;16;44;6;143488;0;
A01M31/008;267124;11/7/2022;Long Term;675;$ 768.968;10+ years;Home Mortgage;Consolidación de la deuda;18391,24;19;15;11;152836;0;
A01M31/02;78914;19/4/2022;Short Term;741;;2 years;Home Mortgage;Comprar vehículo;25258,03;18,7;31;16;226423;1;
A01M31/025;89364;26/10/2022;Short Term;703;$ 546.991;8 years;HaveMortgage;Viaje;12170,83;17,7;47;4;36138;0;
A01M31/04;605902;29/12/2022;Short Term;727;$ 3.737.680;4 years;Rent;Consolidación de la deuda;59802,88;21;18;7;226138;0;
A01M31/06;382932;29/4/2022;Short Term;712;$ 933.793;10+ years;Rent;Consolidación de la deuda;19064,98;12;74;23;339245;0;
A01M99/00;763522;19/8/2022;Long Term;611;$ 1.636.223;10+ years;Home Mortgage;Consolidación de la deuda;28906,6;22,6;NA;14;608171;0;
A01M2200/00;500258;9/4/2022;Long Term;741;$ 987.506;10+ years;Home Mortgage;Consolidación de la deuda;10204,14;23,8;NA;10;532798;0;
A01M2200/01;323092;21/4/2022;Long Term;753;;10+ years;Home Mortgage;Consolidación de la deuda;16605,24;17,3;NA;16;430635;0;
A01M2200/011;2500000;22/3/2022;Short Term;732;$ 2.245.572;10+ years;Home Mortgage;Consolidación de la deuda;30315,26;39,8;66;19;373 years4;0;
A01M2200/012;94688;4/6/2022;Short Term;723;$ 406.429;3 years;Own Home;Otros;8975,41;12;NA;5;152247;0;
A01N;266266;6/9/2022;Short Term;735;$ 1.341.438;7 years;Home Mortgage;Consolidación de la deuda;8775,34;16,9;37;8;178752;0;
A01N1/00;532180;20/2/2022;Long Term;724;$ 1.484.128;6 years;Home Mortgage;Consolidación de la deuda;12615,05;25,5;47;8;405574;0;
A01N1/02;237864;14/9/2022;Short Term;735;$ 570.627;< 1 year;Rent;Préstamo comercial;190,19;12,2;NA;5;4864;0;
A01N1/0205;442728;4/12/2022;Short Term;735;$ 3.250.026;10+ years;Home Mortgage;Consolidación de la deuda;16791,82;21,6;79;15;196175;0;
A01N1/021;229812;9/11/2022;Long Term;741;;4 years;Rent;Otros;2734,86;8,2;NA;4;79230;0;
A01N1/0215;2500000;16/8/2022;Short Term;750;$ 813.238;3 years;Home Mortgage;Consolidación de la deuda;11046,6;20,9;NA;11;209722;0;
A01N1/0221;44198;12/10/2022;Short Term;714;$ 763.496;2 years;Home Mortgage;Consolidación de la deuda;9925,41;20;18;6;399855;0;
A01N1/0226;313302;8/11/2022;Long Term;677;$ 847.058;10+ years;Rent;Consolidación de la deuda;21882,11;15,4;NA;7;312911;0;
A01N1/0231;436832;4/8/2022;Long Term;706;$ 949.943;6 years;Own Home;Para hogar;752,02;13;43;6;27322;0;
A01N1/0236;110572;5/7/2022;Short Term;710;$ 859.370;4 years;Home Mortgage;Otros;11673,03;13,6;NA;6;83505;0;
A01N1/0242;180202;13/2/2022;Short Term;789;;1 year;Home Mortgage;Consolidación de la deuda;27219,59;24;10;13;271852;0;
A01N1/0247;430276;23/1/2022;Long Term;717;$ 891.841;< 1 year;Rent;Consolidación de la deuda;13228,94;12,6;NA;14;344603;0;
A01N1/0252;266156;27/5/2022;Short Term;785;;10+ years;Rent;Consolidación de la deuda;17235,47;11;NA;13;211717;0;
A01N1/0257;2500000;28/5/2022;Short Term;739;$ 1.521.520;2 years;Home Mortgage;Para hogar;6098,81;16,2;3;8;12939;0;
A01N1/0263;2500000;25/1/2022;Short Term;737;$ 1.276.078;< 1 year;Rent;Consolidación de la deuda;17333,32;29,9;42;7;254809;0;
A01N1/0268;174020;20/1/2022;Short Term;714;;< 1 year;Rent;Consolidación de la deuda;5244,38;9,1;32;12;122626;0;
A01N1/0273;328746;20/1/2022;Short Term;740;$ 851.751;1 year;Rent;Consolidación de la deuda;7168,89;19,9;30;13;235866;0;
A01N1/0278;212784;4/2/2022;Short Term;694;$ 657.685;< 1 year;Own Home;Consolidación de la deuda;4099,63;13,9;78;10;132905;1;
A01N1/0284;266816;23/2/2022;Short Term;748;$ 2.150.762;3 years;Home Mortgage;Para hogar;19894,71;16,3;NA;10;2012499;0;
A01N1/0289;324192;22/12/2022;Short Term;742;$ 1.679.904;10+ years;Home Mortgage;Consolidación de la deuda;24498,6;18,1;65;16;330752;0;
A01N1/0294;222200;22/6/2022;Short Term;714;;7 years;Own Home;Consolidación de la deuda;4010,71;16,2;NA;8;181469;0;
A01N3/00;27720;27/11/2022;Short Term;723;$ 657.286;4 years;Rent;Consolidación de la deuda;10078,36;12,7;NA;7;22971;1;
A01N3/02;104104;10/11/2022;Long Term;701;$ 1.191.699;10+ years;Rent;Otros;5640,53;20,2;51;2;0;0;
A01N3/04;429836;29/11/2022;Short Term;706;$ 1.092.101;3 years;Home Mortgage;Consolidación de la deuda;17291,52;12,3;74;8;513000;0;
A01N25/00;363584;25/1/2022;Long Term;3 years;$ 1.765.404;< 1 year;Home Mortgage;Consolidación de la deuda;53992,11;19;NA;26;913235;0;
A01N25/002;349778;31/7/2022;Long Term;714;;10+ years;Home Mortgage;Otros;18776,56;18,5;NA;12;184224;0;
A01N25/004;630850;23/11/2022;Short Term;747;$ 2.334.948;10+ years;Home Mortgage;Consolidación de la deuda;23933,16;20,6;8;12;133342;0;
A01N25/006;223608;23/4/2022;Long Term;631;$ 1.158.696;10+ years;Rent;Consolidación de la deuda;3147,73;13,1;NA;11;120479;0;
A01N25/008;140624;8/8/2022;Short Term;706;$ 896.857;6 years;Home Mortgage;Consolidación de la deuda;7772,71;24,4;12;11;118408;0;
A01N25/02;654060;3/6/2022;Short Term;680;$ 1.412.175;2 years;Rent;Para hogar;17652,14;7,5;NA;6;150518;0;
A01N25/04;155386;6/6/2022;Short Term;691;$ 421.762;3 years;Own Home;Para hogar;7310,44;14;47;9;87419;0;
A01N25/06;161106;13/11/2022;Short Term;720;$ 649.306;5 years;Rent;Consolidación de la deuda;5134,94;9,2;NA;20;135926;0;
A01N25/08;396110;30/12/2022;Short Term;729;$ 1.127.346;2 years;Home Mortgage;Consolidación de la deuda;6557,47;16,5;30;3;0;0;
A01N25/10;519706;2/3/2022;Short Term;710;;8 years;Rent;Consolidación de la deuda;55333,7;16,4;9;27;1209426;0;
A01N25/12;279972;3/3/2022;Short Term;683;$ 3.254.852;7 years;Own Home;Otros;3720,76;25,4;NA;19;868148;0;
A01N25/14;600842;13/1/2022;Short Term;710;;6 years;Rent;Consolidación de la deuda;21140,35;18;NA;6;499187;0;
A01N25/16;435864;12/1/2022;Long Term;703;$ 1.580.401;7 years;Home Mortgage;Consolidación de la deuda;21862,16;11,3;NA;11;420147;0;
A01N25/18;306020;18/9/2022;Short Term;631;$ 1.574.093;3 years;Rent;Consolidación de la deuda;10664,51;15,7;NA;12;214339;0;
A01N25/20;187066;3/3/2022;Short Term;751;$ 2.661.064;10+ years;Home Mortgage;Consolidación de la deuda;58986,83;29,5;69;18;665836;0;
A01N25/22;365376;14/1/2022;Short Term;710;;5 years;Home Mortgage;Otros;30188,91;16,7;67;22;358340;0;
A01N25/24;355124;2/3/2022;Short Term;710;;10+ years;Home Mortgage;Consolidación de la deuda;26221,71;15,2;40;17;274037;0;
A01N25/26;266684;3/3/2022;Long Term;699;$ 1.631.473;10+ years;Home Mortgage;Consolidación de la deuda;13187,71;15,9;NA;6;168967;0;
A01N25/28;223850;8/8/2022;Short Term;684;$ 483.322;< 1 year;Rent;Otros;9545,41;8,7;55;11;160474;0;
A01N25/30;331958;19/6/2022;Short Term;732;$ 955.605;2 years;Home Mortgage;Consolidación de la deuda;17758,35;15,4;7;9;381083;0;
A01N25/32;276628;24/11/2022;Long Term;646;$ 2.230.980;10+ years;Home Mortgage;Para hogar;37926,66;15,8;70;24;55062;1;
A01N25/34;90816;30/4/2022;Short Term;738;$ 448.210;5 years;Home Mortgage;Consolidación de la deuda;11877,28;21,8;75;10;167656;0;
A01N27/00;292688;17/10/2022;Long Term;696;$ 1.149.006;6 years;Rent;Consolidación de la deuda;26618,62;22,2;29;13;315761;0;
A01N29/00;368786;31/5/2022;Long Term;705;$ 907.839;1 year;Home Mortgage;Consolidación de la deuda;18837,55;11,1;NA;14;88255;0;
A01N29/02;437712;10/4/2022;Short Term;630;$ 1.134.072;3 years;Rent;Consolidación de la deuda;29769,39;9,7;6;9;138985;0;
A01N29/04;2500000;7/1/2022;Short Term;743;$ 2.557.457;9 years;Home Mortgage;Para hogar;19905,54;22;67;11;440154;0;
A01N29/06;174460;25/10/2022;Short Term;709;$ 904.058;10+ years;Home Mortgage;Consolidación de la deuda;13711,73;16,6;7;7;173489;0;
A01N29/08;427350;14/8/2022;Long Term;712;$ 922.678;7 years;Home Mortgage;Consolidación de la deuda;20221,89;15,8;32;14;140448;1;
A01N29/10;509894;9/9/2022;Short Term;727;$ 1.050.757;10+ years;Home Mortgage;Consolidación de la deuda;27844,88;31,6;47;20;568404;0;
A01N29/12;110330;18/5/2022;Short Term;717;$ 685.976;10+ years;Home Mortgage;Consolidación de la deuda;10003,88;36,5;56;11;167656;0;
A01N31/00;288464;8/10/2022;Short Term;742;$ 1.437.255;4 years;Rent;Consolidación de la deuda;11749,6;14,7;NA;19;270826;0;
A01N31/02;265188;26/9/2022;Short Term;712;$ 988.874;10+ years;Rent;Consolidación de la deuda;13596,97;17;NA;19;292353;0;
A01N31/04;218306;15/7/2022;Short Term;612;$ 1.847.655;7 years;Rent;Préstamo comercial;14596,56;15,2;NA;15;349125;0;
A01N31/06;162316;15/11/2022;Short Term;737;$ 1.833.538;10+ years;Rent;Consolidación de la deuda;36059,72;17,8;NA;16;367441;0;
A01N31/08;788942;26/11/2022;Short Term;695;$ 2.917.317;10+ years;Home Mortgage;Consolidación de la deuda;14319,16;38,3;NA;12;440629;0;
A01N31/10;611864;26/6/2022;Short Term;723;$ 2.170.370;3 years;Rent;Préstamo comercial;33278,88;12,9;NA;15;211546;0;
A01N31/12;224466;24/4/2022;Short Term;731;$ 969.285;2 years;Rent;Consolidación de la deuda;17608,63;11,4;17;14;372666;0;
A01N31/14;88440;11/2/2022;Short Term;730;$ 679.706;< 1 year;Rent;Consolidación de la deuda;9357,31;10,3;NA;15;39919;0;
A01N31/16;489698;25/11/2022;Short Term;709;$ 1.913.680;9 years;Home Mortgage;Consolidación de la deuda;21369,49;12,1;9;19;265696;0;
A01N33/00;151162;5/5/2022;Short Term;720;$ 466.222;< 1 year;Rent;Consolidación de la deuda;6177,28;26,9;NA;9;84588;1;
A01N33/02;494010;29/8/2022;Long Term;710;$ 1.629.041;10+ years;Home Mortgage;Consolidación de la deuda;19141,17;20;14;17;492423;0;
A01N33/04;522808;14/11/2022;Short Term;712;$ 1.419.870;5 years;Rent;Consolidación de la deuda;28740,54;18,8;NA;9;342988;0;
A01N33/06;450868;27/7/2022;Long Term;752;;< 1 year;Home Mortgage;Consolidación de la deuda;36861,9;25,7;NA;15;368657;0;
A01N33/08;107536;3/8/2022;Short Term;665;$ 972.515;10+ years;Own Home;Consolidación de la deuda;13777,28;14,8;6;10;8474;0;
A01N33/10;2500000;23/3/2022;Short Term;741;$ 2.347.051;3 years;Home Mortgage;Consolidación de la deuda;14610,43;12,8;NA;17;514976;0;
A01N33/12;2500000;18/5/2022;Short Term;654;$ 1.373.681;< 1 year;Home Mortgage;Consolidación de la deuda;12626,45;20;NA;10;39292;0;
A01N33/14;450164;1/3/2022;Long Term;695;$ 1.943.890;2 years;Rent;Consolidación de la deuda;9039,06;17;19;12;77197;0;
A01N33/16;2500000;23/9/2022;Short Term;742;$ 2.090.627;< 1 year;Home Mortgage;Consolidación de la deuda;12212,63;20;14;15;246525;0;
A01N33/18;235862;26/6/2022;Short Term;722;$ 568.461;3 years;Rent;Consolidación de la deuda;6395,21;5,5;NA;8;115938;0;
A01N33/20;2500000;24/9/2022;Short Term;719;$ 2.088.537;4 years;Home Mortgage;Consolidación de la deuda;50124,85;22;NA;21;826766;0;
A01N33/22;121308;9/7/2022;Short Term;742;;4 years;Rent;Consolidación de la deuda;4714,85;16,8;49;15;97204;0;
A01N33/24;152306;17/10/2022;Short Term;697;$ 1.014.714;7 years;Rent;Facturas médicas;19871,53;14,9;NA;12;143811;0;
A01N33/26;221320;7/1/2022;Short Term;660;$ 764.560;8 years;Rent;Comprar casa;23956,15;13,8;8;10;67108;1;
A01N35/00;259006;3/3/2022;Long Term;660;$ 1.099.815;10+ years;Home Mortgage;Consolidación de la deuda;9641,55;16;NA;10;108167;0;
A01N35/02;372328;12/7/2022;Long Term;680;$ 729.505;10+ years;Home Mortgage;Consolidación de la deuda;11064,08;18,4;58;18;258571;0;
A01N35/04;214566;1/4/2022;Short Term;732;$ 810.692;2 years;Own Home;Consolidación de la deuda;8917,65;23,2;80;7;95418;1;
A01N35/06;44682;18/4/2022;Short Term;743;$ 1.350.349;10+ years;Home Mortgage;Consolidación de la deuda;11140,46;22,3;11;12;198151;0;
A01N35/08;286088;6/3/2022;Short Term;734;$ 1.254.646;10+ years;Home Mortgage;Consolidación de la deuda;15891,98;17,2;2;8;89832;0;
A01N35/10;180290;23/1/2022;Short Term;691;$ 652.631;1 year;Rent;Otros;16207;10;4;20;195054;0;
A01N37/00;133672;3/9/2022;Short Term;732;$ 665.133;10+ years;Home Mortgage;Otros;1141,71;31,3;NA;7;35150;0;
A01N37/02;495330;12/5/2022;Short Term;750;$ 1.208.951;8 years;Own Home;Consolidación de la deuda;15917,63;23;23;16;427861;0;
A01N37/04;448976;2/9/2022;Long Term;681;$ 2.946.919;1 year;Own Home;Consolidación de la deuda;49115,19;14,8;54;14;324501;0;
A01N37/06;2500000;14/3/2022;Short Term;687;$ 2.078.296;10+ years;Rent;Consolidación de la deuda;17319,26;16,4;12;9;82859;0;
A01N37/08;668514;22/11/2022;Long Term;704;$ 1.433.759;10+ years;Own Home;Consolidación de la deuda;21028,63;20,9;15;20;311201;0;
A01N37/10;2500000;21/11/2022;Short Term;726;$ 1.374.574;6 years;Home Mortgage;Consolidación de la deuda;15956,39;17,7;NA;13;356782;0;
A01N37/12;92708;25/11/2022;Short Term;625;$ 439.470;3 years;Home Mortgage;Consolidación de la deuda;12085,71;14,2;22;8;277609;0;
A01N37/14;528110;22/5/2022;Short Term;741;;6 years;Rent;Consolidación de la deuda;13262,38;12,8;NA;9;299155;0;
A01N37/16;54692;8/6/2022;Short Term;731;$ 753.939;5 years;Rent;Comprar vehículo;7979,24;16,2;13;5;42655;0;
A01N37/18;280962;28/10/2022;Short Term;704;$ 2.132.085;10+ years;Home Mortgage;Consolidación de la deuda;23808,14;16;73;15;176643;0;
A01N37/20;126038;2/11/2022;Short Term;690;$ 699.732;8 years;Rent;Consolidación de la deuda;7405,44;12;NA;7;106495;0;
A01N37/22;331980;10/8/2022;Short Term;745;$ 2.198.110;2 years;Rent;Consolidación de la deuda;34437,12;25;32;9;365237;0;
A01N37/24;334928;31/12/2022;Short Term;724;$ 1.928.310;1 year;Own Home;Consolidación de la deuda;15008,67;9;32;9;132126;0;
A01N37/26;198858;23/6/2022;Short Term;740;$ 1.488.365;10+ years;Rent;Consolidación de la deuda;19224,77;17,7;57;12;564813;0;
A01N37/28;760452;17/2/2022;Long Term;725;$ 2.251.728;10+ years;Home Mortgage;Para hogar;36778,3;15,4;NA;8;0;0;
A01N37/30;466884;19/10/2022;Long Term;657;$ 1.120.050;2 years;Own Home;Consolidación de la deuda;10733,86;15,6;NA;5;91352;0;
A01N37/32;2500000;31/5/2022;Short Term;751;$ 1.543.408;1 year;Home Mortgage;Otros;13633,45;41,5;NA;15;103759;0;
A01N37/34;180224;16/11/2022;Short Term;725;$ 817.152;10+ years;Home Mortgage;Préstamo comercial;13755,43;18,7;NA;8;62510;0;
A01N37/36;66352;6/3/2022;Short Term;749;$ 2.005.583;1 year;Own Home;Otros;12167,22;12,9;38;8;539467;0;
A01N37/38;417890;24/7/2022;Long Term;725;$ 1.345.561;10+ years;Rent;Consolidación de la deuda;22986,58;19,4;NA;6;653866;0;
A01N37/40;117634;15/6/2022;Short Term;750;;6 years;Rent;Consolidación de la deuda;23703,07;14,1;NA;17;222528;0;
A01N37/42;233552;31/8/2022;Short Term;751;;3 years;Rent;Consolidación de la deuda;17047,94;12,6;NA;19;343938;0;
A01N37/44;367334;3/11/2022;Short Term;743;$ 1.866.180;4 years;Rent;Consolidación de la deuda;25193,43;26;18;8;541196;0;
A01N37/46;548636;18/9/2022;Long Term;660;$ 1.128.144;< 1 year;Home Mortgage;Consolidación de la deuda;14853,82;9,1;NA;8;140372;0;
A01N37/48;2500000;29/4/2022;Short Term;717;$ 2.210.612;6 years;Home Mortgage;Consolidación de la deuda;34080,3;12,5;NA;9;318459;0;
A01N37/50;141834;29/9/2022;Short Term;723;$ 1.139.544;1 year;Rent;Consolidación de la deuda;14624,11;13,6;64;8;78698;1;
A01N37/52;143836;4/3/2022;Short Term;702;$ 924.502;10+ years;Home Mortgage;Consolidación de la deuda;24113,85;15,8;44;10;313994;0;
A01N39/00;450252;16/9/2022;Short Term;691;$ 1.263.785;3 years;Rent;Otros;8551,52;41,3;NA;11;234688;0;
A01N39/02;355102;24/5/2022;Long Term;756;;4 years;Rent;Consolidación de la deuda;12266,97;11,4;32;11;78204;0;
A01N39/04;320320;12/3/2022;Short Term;753;;10+ years;Home Mortgage;Consolidación de la deuda;7876,45;15,6;15;11;186675;0;
A01N41/00;92730;23/6/2022;Short Term;741;;10+ years;Home Mortgage;Consolidación de la deuda;6118,76;9,5;NA;6;28272;0;
A01N41/02;539066;23/7/2022;Long Term;625;$ 1.191.794;10+ years;Home Mortgage;Consolidación de la deuda;21948,99;27,7;9;13;260680;0;
A01N41/04;119944;6/8/2022;Short Term;728;$ 1.112.697;10+ years;Rent;Para hogar;12425,05;14;45;16;101517;0;
A01N41/06;110484;14/10/2022;Short Term;724;$ 763.192;4 years;Home Mortgage;Otros;3338,87;15,7;56;3;15903;0;
A01N41/08;432344;21/3/2022;Long Term;622;$ 1.391.123;10+ years;Home Mortgage;Para hogar;23996,81;10,9;NA;10;138415;0;
A01N41/10;438526;18/6/2022;Long Term;592;;10+ years;Rent;Consolidación de la deuda;13003,22;18;67;15;211755;1;
A01N41/12;213510;12/4/2022;Short Term;571;;10+ years;Own Home;Consolidación de la deuda;16636,59;14;NA;6;420432;0;
A01N43/00;551100;12/2/2022;Long Term;693;$ 1.180.356;10+ years;Home Mortgage;Consolidación de la deuda;18335;18,4;NA;12;276488;0;
A01N43/02;89518;15/6/2022;Short Term;598;;10+ years;Home Mortgage;Consolidación de la deuda;29717,9;16;NA;11;457007;0;
A01N43/04;197604;27/12/2022;Short Term;738;$ 1.611.770;2 years;Rent;Consolidación de la deuda;15983,37;22,6;10;7;559645;0;
A01N43/06;765402;16/2/2022;Long Term;694;$ 1.437.635;10+ years;Home Mortgage;Consolidación de la deuda;28632,81;29,7;NA;6;624568;0;
A01N43/08;109406;8/10/2022;Short Term;687;$ 396.853;10+ years;Own Home;Consolidación de la deuda;9887,98;17,6;NA;7;197581;0;
A01N43/10;237314;14/4/2022;Long Term;714;$ 409.906;10+ years;Rent;Consolidación de la deuda;6285,2;26,6;NA;10;94525;0;
A01N43/12;655842;28/3/2022;Long Term;662;$ 2.265.636;10+ years;Home Mortgage;Préstamo comercial;14669,9;18,2;14;15;541842;0;
A01N43/14;224466;23/5/2022;Short Term;725;$ 1.066.223;8 years;Own Home;Consolidación de la deuda;26122,15;16,3;6;15;252187;0;
A01N43/16;315810;25/9/2022;Long Term;728;$ 1.730.520;4 years;Rent;Consolidación de la deuda;8566,15;15,2;73;9;317566;0;
A01N43/18;165198;12/10/2022;Short Term;700;;< 1 year;Home Mortgage;Otros;8905,11;20,6;NA;5;90231;0;
A01N43/20;134002;16/7/2022;Short Term;716;$ 607.544;4 years;Rent;Consolidación de la deuda;10935,64;7,3;NA;9;172026;0;
A01N43/22;218240;11/6/2022;Short Term;747;$ 942.400;4 years;Home Mortgage;Consolidación de la deuda;7554,78;24,5;NA;7;356554;0;
A01N43/24;222948;20/12/2022;Short Term;734;$ 1.155.276;10+ years;Own Home;Consolidación de la deuda;28207,97;15,4;NA;11;279357;0;
A01N43/26;325248;18/6/2022;Short Term;746;$ 1.086.135;2 years;Rent;Consolidación de la deuda;13757,71;10,8;NA;13;277894;0;
A01N43/28;549120;29/9/2022;Long Term;714; 13 years264 ;4 years;Home Mortgage;Consolidación de la deuda;17214,95;27,2;42;14;322145;0;
A01N43/30;557656;13/4/2022;Short Term;700;$ 1.442.347;2 years;Rent;Consolidación de la deuda;16418,66;17,3;NA;8;318635;0;
A01N43/32;778096;12/4/2022;Short Term;724;$ 1.555.169;5 years;Home Mortgage;Consolidación de la deuda;33565,59;14,5;NA;9;479047;0;
A01N43/34;333432;29/4/2022;Long Term;737;$ 1.382.231;10+ years;Home Mortgage;Consolidación de la deuda;17162,7;19,1;NA;13;268394;0;
A01N43/36;438592;8/5/2022;Short Term;694;$ 3.030.272;10+ years;Home Mortgage;Consolidación de la deuda;33838,05;48,4;NA;19;382831;0;
A01N43/38;112618;26/9/2022;Short Term;598;;< 1 year;Own Home;Consolidación de la deuda;12697,13;21,2;NA;11;140334;0;
A01N43/40;89078;16/6/2022;Short Term;746;$ 427.994;3 years;Home Mortgage;Consolidación de la deuda;2874,7;4,9;NA;5;77311;0;
A01N43/42;478918;17/2/2022;Short Term;600;;7 years;Own Home;Préstamo comercial;28615,9;14;23;14;421325;0;
A01N43/44;175802;15/11/2022;Short Term;717;$ 848.084;1 year;Rent;Consolidación de la deuda;11378,34;13,9;0;10;152000;NA;
A01N43/46;269874;3/1/2022;Short Term;744;$ 683.240;5 years;Rent;Consolidación de la deuda;9565,36;16,2;68;11;285171;0;
A01N43/48;322938;9/2/2022;Long Term;725;$ 1.580.439;10+ years;Home Mortgage;Consolidación de la deuda;18043,35;16;NA;9;300428;0;
A01N43/50;219054;21/4/2022;Short Term;708;$ 945.915;1 year;Rent;Consolidación de la deuda;14346,33;6,9;15;12;133285;0;
A01N43/52;2500000;12/6/2022;Short Term;747;$ 1.354.738;10+ years;Home Mortgage;Consolidación de la deuda;18966,18;16;75;11;268660;0;
A01N43/54;323928;10/12/2022;Short Term;711;$ 2.890.812;10+ years;Rent;Consolidación de la deuda;35653,5;19,7;NA;17;644632;0;
A01N43/56;66704;1/1/2022;Short Term;722;$ 313.329;< 1 year;Rent;Otros;3838,38;9,8;NA;3;27683;0;
A01N43/58;2500000;18/4/2022;Short Term;725;$ 958.094;8 years;Rent;Otros;11816,48;17,6;21;6;0;0;
A01N43/60;219736;2/4/2022;Short Term;710;$ 1.651.024;10+ years;Rent;Consolidación de la deuda;25590,72;17,1;37;7;594814;0;
A01N43/62;176726;1/10/2022;Short Term;742;$ 919.562;< 1 year;Home Mortgage;Consolidación de la deuda;24521,4;16,2;NA;12;566086;0;
A01N43/64;188826;7/6/2022;Short Term;748;$ 700.302;4 years;Home Mortgage;Consolidación de la deuda;6600,22;19,3;NA;10;156123;0;
A01N43/647;334026;18/12/2022;Short Term;684;$ 1.541.128;2 years;Home Mortgage;Otros;26841,3;17,5;NA;6;160379;1;
A01N43/653;430430;12/9/2022;Short Term;716;$ 956.840;6 years;Home Mortgage;Consolidación de la deuda;19376,01;18,7;NA;11;396492;0;
A01N43/66;771936;19/5/2022;Long Term;722;$ 2.247.605;10+ years;Home Mortgage;Consolidación de la deuda;26222,09;18,5;NA;19;935902;0;
A01N43/68;275506;30/8/2022;Short Term;750;$ 2.017.629;4 years;Home Mortgage;Consolidación de la deuda;31609,54;15,4;NA;8;29317;0;
A01N43/70;621236;16/6/2022;Long Term;636;$ 3.081.059;10+ years;Home Mortgage;Consolidación de la deuda;54945,53;16;4;18;3158199;0;
A01N43/3 years;390962;1/2/2022;Short Term;742;$ 2.063.457;10+ years;Home Mortgage;Consolidación de la deuda;28716,41;35,1;18;20;591451;0;
A01N43/713;228008;9/12/2022;Short Term;745;$ 704.235;10+ years;Home Mortgage;Consolidación de la deuda;6103,37;21,6;NA;8;233244;1;
A01N43/72;65384;28/2/2022;Short Term;751;$ 1.468.073;< 1 year;Rent;Otros;16638,11;18,6;30;19;142747;0;
A01N43/74;154088;10/3/2022;Short Term;744;$ 380.228;< 1 year;Rent;Consolidación de la deuda;7446,29;9,8;NA;7;89870;0;
A01N43/76;156134;7/8/2022;Short Term;757;;< 1 year;Rent;Consolidación de la deuda;2546,76;33,7;NA;6;67355;1;
A01N43/78;161436;26/9/2022;Short Term;751;;8 years;Rent;Consolidación de la deuda;2362,46;15,4;NA;4;95741;1;
A01N43/80;2500000;24/8/2022;Short Term;731;$ 1.216.361;10+ years;Own Home;Consolidación de la deuda;23110,84;18,4;38;11;406049;0;
